phase,block,id,short_id,game_type,points,drule,drule_error_2d,drule_error_1d_a,drule_error_1d_b,drule_error_1d,rewards_approached,punishment_approached,dataset,partner_predictions_correct,partner_predictions_missing,drule_gen
3,1,f984149c-40aa-4333-9313-6b274ef77b76-p148,f98-p148,duo,-1.0,neither,9.0,9.0,5.0,5.0,4,1,2,,,neither
0,0,f9e60aa0-ee3a-4ba2-b5fb-2d3d030ab7a6-p60,f9e-p60,duo,-6.0,neither,6.0,10.0,6.0,6.0,9,3,2,,,neither
0,1,f9e60aa0-ee3a-4ba2-b5fb-2d3d030ab7a6-p60,f9e-p60,duo,-7.0,neither,7.0,9.0,7.0,7.0,8,3,2,,,neither
0,2,f9e60aa0-ee3a-4ba2-b5fb-2d3d030ab7a6-p60,f9e-p60,duo,-7.0,neither,7.0,9.0,7.0,7.0,8,3,2,,,neither
0,3,f9e60aa0-ee3a-4ba2-b5fb-2d3d030ab7a6-p60,f9e-p60,duo,-10.0,neither,6.0,8.0,8.0,8.0,10,4,2,,,neither
1,0,f9e60aa0-ee3a-4ba2-b5fb-2d3d030ab7a6-p60,f9e-p60,duo,3.0,neither,5.0,7.0,7.0,7.0,8,1,2,,,neither
1,1,f9e60aa0-ee3a-4ba2-b5fb-2d3d030ab7a6-p60,f9e-p60,duo,-1.0,neither,9.0,7.0,7.0,7.0,4,1,2,,,neither
2,0,f9e60aa0-ee3a-4ba2-b5fb-2d3d030ab7a6-p60,f9e-p60,duo,-6.0,neither,6.0,10.0,6.0,6.0,9,3,2,,,neither
2,1,f9e60aa0-ee3a-4ba2-b5fb-2d3d030ab7a6-p60,f9e-p60,duo,-6.0,neither,6.0,10.0,6.0,6.0,9,3,2,,,neither
2,2,f9e60aa0-ee3a-4ba2-b5fb-2d3d030ab7a6-p60,f9e-p60,duo,-4.0,neither,8.0,10.0,8.0,8.0,6,2,2,,,neither
2,3,f9e60aa0-ee3a-4ba2-b5fb-2d3d030ab7a6-p60,f9e-p60,duo,-13.0,neither,9.0,13.0,9.0,9.0,7,4,2,,,neither
3,0,f9e60aa0-ee3a-4ba2-b5fb-2d3d030ab7a6-p60,f9e-p60,duo,-12.0,neither,8.0,10.0,8.0,8.0,8,4,2,,,neither
3,1,f9e60aa0-ee3a-4ba2-b5fb-2d3d030ab7a6-p60,f9e-p60,duo,-9.0,neither,9.0,7.0,7.0,7.0,6,3,2,,,neither
0,0,fd504bfd-c87f-4577-8866-c096c6c19c38-p95,fd5-p95,solo,-6.0,neither,6.0,8.0,8.0,8.0,9,3,2,,,neither
0,1,fd504bfd-c87f-4577-8866-c096c6c19c38-p95,fd5-p95,solo,-6.0,neither,6.0,6.0,8.0,6.0,9,3,2,,,neither
0,2,fd504bfd-c87f-4577-8866-c096c6c19c38-p95,fd5-p95,solo,-3.0,neither,3.0,7.0,7.0,7.0,12,3,2,,,neither
0,3,fd504bfd-c87f-4577-8866-c096c6c19c38-p95,fd5-p95,solo,-9.0,neither,5.0,9.0,7.0,7.0,11,4,2,,,neither
1,0,fd504bfd-c87f-4577-8866-c096c6c19c38-p95,fd5-p95,solo,-8.0,neither,4.0,8.0,8.0,8.0,12,4,2,,,neither
1,1,fd504bfd-c87f-4577-8866-c096c6c19c38-p95,fd5-p95,solo,1.0,neither,3.0,7.0,7.0,7.0,11,2,2,,,neither
2,0,fd504bfd-c87f-4577-8866-c096c6c19c38-p95,fd5-p95,solo,2.0,neither,2.0,6.0,6.0,6.0,12,2,2,,,neither
2,1,fd504bfd-c87f-4577-8866-c096c6c19c38-p95,fd5-p95,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,2,,,2d
2,2,fd504bfd-c87f-4577-8866-c096c6c19c38-p95,fd5-p95,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,2,,,2d
2,3,fd504bfd-c87f-4577-8866-c096c6c19c38-p95,fd5-p95,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,2,,,2d
3,0,fd504bfd-c87f-4577-8866-c096c6c19c38-p95,fd5-p95,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,2,,,2d
3,1,fd504bfd-c87f-4577-8866-c096c6c19c38-p95,fd5-p95,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,2,,,2d
0,0,fdc4640d-887f-4487-9b3f-b28b30c698e4-p194,fdc-p194,duo,-8.0,neither,4.0,8.0,8.0,8.0,12,4,2,,,neither
0,1,fdc4640d-887f-4487-9b3f-b28b30c698e4-p194,fdc-p194,duo,-5.0,neither,5.0,9.0,5.0,5.0,10,3,2,,,neither
0,2,fdc4640d-887f-4487-9b3f-b28b30c698e4-p194,fdc-p194,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,2,,,1d
0,3,fdc4640d-887f-4487-9b3f-b28b30c698e4-p194,fdc-p194,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,2,,,1d
1,0,fdc4640d-887f-4487-9b3f-b28b30c698e4-p194,fdc-p194,duo,3.0,neither,5.0,7.0,3.0,3.0,8,1,2,,,neither
1,1,fdc4640d-887f-4487-9b3f-b28b30c698e4-p194,fdc-p194,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,2,,,1d
2,0,fdc4640d-887f-4487-9b3f-b28b30c698e4-p194,fdc-p194,duo,7.0,1d_b,5.0,7.0,1.0,1.0,7,0,2,,,1d
2,1,fdc4640d-887f-4487-9b3f-b28b30c698e4-p194,fdc-p194,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,2,,,1d
2,2,fdc4640d-887f-4487-9b3f-b28b30c698e4-p194,fdc-p194,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,2,,,1d
2,3,fdc4640d-887f-4487-9b3f-b28b30c698e4-p194,fdc-p194,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,2,,,1d
3,0,fdc4640d-887f-4487-9b3f-b28b30c698e4-p194,fdc-p194,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,2,,,1d
3,1,fdc4640d-887f-4487-9b3f-b28b30c698e4-p194,fdc-p194,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,2,,,1d
0,0,014b7b17-7848-4f91-a70d-b11a82539a9a-p195,014-p195,solo,-7.0,neither,7.0,9.0,9.0,9.0,8,3,3,,,neither
0,1,014b7b17-7848-4f91-a70d-b11a82539a9a-p195,014-p195,solo,7.0,2d,1.0,5.0,5.0,5.0,12,1,3,,,2d
0,2,014b7b17-7848-4f91-a70d-b11a82539a9a-p195,014-p195,solo,1.0,neither,3.0,7.0,5.0,5.0,11,2,3,,,neither
0,3,014b7b17-7848-4f91-a70d-b11a82539a9a-p195,014-p195,solo,-8.0,neither,4.0,8.0,8.0,8.0,12,4,3,,,neither
1,0,014b7b17-7848-4f91-a70d-b11a82539a9a-p195,014-p195,solo,-7.0,neither,7.0,9.0,5.0,5.0,8,3,3,,,neither
1,1,014b7b17-7848-4f91-a70d-b11a82539a9a-p195,014-p195,solo,0.0,neither,4.0,6.0,8.0,6.0,10,2,3,,,neither
2,0,014b7b17-7848-4f91-a70d-b11a82539a9a-p195,014-p195,solo,-5.0,neither,5.0,9.0,5.0,5.0,10,3,3,,,neither
2,1,014b7b17-7848-4f91-a70d-b11a82539a9a-p195,014-p195,solo,-5.0,neither,5.0,9.0,5.0,5.0,10,3,3,,,neither
2,2,014b7b17-7848-4f91-a70d-b11a82539a9a-p195,014-p195,solo,2.0,neither,2.0,6.0,6.0,6.0,12,2,3,,,neither
2,3,014b7b17-7848-4f91-a70d-b11a82539a9a-p195,014-p195,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
3,0,014b7b17-7848-4f91-a70d-b11a82539a9a-p195,014-p195,solo,0.0,neither,4.0,4.0,8.0,4.0,10,2,3,,,neither
3,1,014b7b17-7848-4f91-a70d-b11a82539a9a-p195,014-p195,solo,0.0,neither,4.0,4.0,8.0,4.0,10,2,3,,,neither
0,0,0280a505-d520-4f65-9466-d75bd2a54e2a-p11,028-p11,duo,-4.0,neither,4.0,6.0,8.0,6.0,11,3,3,,,neither
0,1,0280a505-d520-4f65-9466-d75bd2a54e2a-p11,028-p11,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
0,2,0280a505-d520-4f65-9466-d75bd2a54e2a-p11,028-p11,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
0,3,0280a505-d520-4f65-9466-d75bd2a54e2a-p11,028-p11,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
1,0,0280a505-d520-4f65-9466-d75bd2a54e2a-p11,028-p11,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
1,1,0280a505-d520-4f65-9466-d75bd2a54e2a-p11,028-p11,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
2,0,0280a505-d520-4f65-9466-d75bd2a54e2a-p11,028-p11,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
2,1,0280a505-d520-4f65-9466-d75bd2a54e2a-p11,028-p11,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
2,2,0280a505-d520-4f65-9466-d75bd2a54e2a-p11,028-p11,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
2,3,0280a505-d520-4f65-9466-d75bd2a54e2a-p11,028-p11,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
3,0,0280a505-d520-4f65-9466-d75bd2a54e2a-p11,028-p11,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
3,1,0280a505-d520-4f65-9466-d75bd2a54e2a-p11,028-p11,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
0,0,03b78f2c-45a1-489d-ae92-186456fde76a-p34,03b-p34,solo,-6.0,neither,6.0,8.0,6.0,6.0,9,3,3,,,neither
0,1,03b78f2c-45a1-489d-ae92-186456fde76a-p34,03b-p34,solo,5.0,neither,3.0,7.0,3.0,3.0,10,1,3,,,neither
0,2,03b78f2c-45a1-489d-ae92-186456fde76a-p34,03b-p34,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,3,,,1d
0,3,03b78f2c-45a1-489d-ae92-186456fde76a-p34,03b-p34,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,3,,,1d
1,0,03b78f2c-45a1-489d-ae92-186456fde76a-p34,03b-p34,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,3,,,1d
1,1,03b78f2c-45a1-489d-ae92-186456fde76a-p34,03b-p34,solo,3.0,neither,5.0,7.0,3.0,3.0,8,1,3,,,neither
2,0,03b78f2c-45a1-489d-ae92-186456fde76a-p34,03b-p34,solo,4.0,neither,4.0,8.0,2.0,2.0,9,1,3,,,neither
2,1,03b78f2c-45a1-489d-ae92-186456fde76a-p34,03b-p34,solo,9.0,1d_b,3.0,7.0,1.0,1.0,9,0,3,,,1d
2,2,03b78f2c-45a1-489d-ae92-186456fde76a-p34,03b-p34,solo,4.0,neither,4.0,8.0,4.0,4.0,9,1,3,,,neither
2,3,03b78f2c-45a1-489d-ae92-186456fde76a-p34,03b-p34,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,3,,,1d
3,0,03b78f2c-45a1-489d-ae92-186456fde76a-p34,03b-p34,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,3,,,1d
3,1,03b78f2c-45a1-489d-ae92-186456fde76a-p34,03b-p34,solo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,3,,,1d
0,0,0419ddd7-1770-4add-a20c-e39820069b7b-p53,041-p53,solo,-8.0,neither,4.0,8.0,8.0,8.0,12,4,3,,,neither
0,1,0419ddd7-1770-4add-a20c-e39820069b7b-p53,041-p53,solo,-9.0,neither,5.0,7.0,9.0,7.0,11,4,3,,,neither
0,2,0419ddd7-1770-4add-a20c-e39820069b7b-p53,041-p53,solo,-8.0,neither,4.0,8.0,8.0,8.0,12,4,3,,,neither
0,3,0419ddd7-1770-4add-a20c-e39820069b7b-p53,041-p53,solo,-8.0,neither,4.0,8.0,8.0,8.0,12,4,3,,,neither
1,0,0419ddd7-1770-4add-a20c-e39820069b7b-p53,041-p53,solo,-8.0,neither,4.0,8.0,8.0,8.0,12,4,3,,,neither
1,1,0419ddd7-1770-4add-a20c-e39820069b7b-p53,041-p53,solo,-8.0,neither,4.0,8.0,8.0,8.0,12,4,3,,,neither
2,0,0419ddd7-1770-4add-a20c-e39820069b7b-p53,041-p53,solo,-8.0,neither,4.0,8.0,8.0,8.0,12,4,3,,,neither
2,1,0419ddd7-1770-4add-a20c-e39820069b7b-p53,041-p53,solo,-8.0,neither,4.0,8.0,8.0,8.0,12,4,3,,,neither
2,2,0419ddd7-1770-4add-a20c-e39820069b7b-p53,041-p53,solo,-8.0,neither,4.0,8.0,8.0,8.0,12,4,3,,,neither
2,3,0419ddd7-1770-4add-a20c-e39820069b7b-p53,041-p53,solo,-8.0,neither,4.0,8.0,8.0,8.0,12,4,3,,,neither
3,0,0419ddd7-1770-4add-a20c-e39820069b7b-p53,041-p53,solo,-9.0,neither,5.0,7.0,9.0,7.0,11,4,3,,,neither
3,1,0419ddd7-1770-4add-a20c-e39820069b7b-p53,041-p53,solo,-8.0,neither,4.0,8.0,8.0,8.0,12,4,3,,,neither
0,0,055ae9d7-830b-474c-b64e-afcec1450962-p183,055-p183,solo,6.0,neither,2.0,6.0,4.0,4.0,11,1,3,,,neither
0,1,055ae9d7-830b-474c-b64e-afcec1450962-p183,055-p183,solo,3.0,1d_b,5.0,9.0,1.0,1.0,8,1,3,,,1d
0,2,055ae9d7-830b-474c-b64e-afcec1450962-p183,055-p183,solo,4.0,neither,4.0,8.0,2.0,2.0,9,1,3,,,neither
0,3,055ae9d7-830b-474c-b64e-afcec1450962-p183,055-p183,solo,10.0,neither,2.0,6.0,2.0,2.0,10,0,3,,,neither
1,0,055ae9d7-830b-474c-b64e-afcec1450962-p183,055-p183,solo,0.0,neither,4.0,8.0,4.0,4.0,10,2,3,,,neither
1,1,055ae9d7-830b-474c-b64e-afcec1450962-p183,055-p183,solo,5.0,neither,3.0,7.0,3.0,3.0,10,1,3,,,neither
2,0,055ae9d7-830b-474c-b64e-afcec1450962-p183,055-p183,solo,5.0,neither,3.0,7.0,3.0,3.0,10,1,3,,,neither
2,1,055ae9d7-830b-474c-b64e-afcec1450962-p183,055-p183,solo,1.0,neither,3.0,7.0,5.0,5.0,11,2,3,,,neither
2,2,055ae9d7-830b-474c-b64e-afcec1450962-p183,055-p183,solo,2.0,neither,2.0,6.0,6.0,6.0,12,2,3,,,neither
2,3,055ae9d7-830b-474c-b64e-afcec1450962-p183,055-p183,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
3,0,055ae9d7-830b-474c-b64e-afcec1450962-p183,055-p183,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
3,1,055ae9d7-830b-474c-b64e-afcec1450962-p183,055-p183,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
0,0,073159ef-57ad-4a2d-8091-1dc4d7489e4a-p164,073-p164,solo,0.0,neither,8.0,4.0,12.0,4.0,5,1,3,,,neither
0,1,073159ef-57ad-4a2d-8091-1dc4d7489e4a-p164,073-p164,solo,6.0,neither,6.0,2.0,10.0,2.0,6,0,3,,,neither
0,2,073159ef-57ad-4a2d-8091-1dc4d7489e4a-p164,073-p164,solo,2.0,neither,6.0,2.0,10.0,2.0,7,1,3,,,neither
0,3,073159ef-57ad-4a2d-8091-1dc4d7489e4a-p164,073-p164,solo,7.0,1d_a,5.0,1.0,9.0,1.0,7,0,3,,,1d
1,0,073159ef-57ad-4a2d-8091-1dc4d7489e4a-p164,073-p164,solo,7.0,1d_a,5.0,1.0,9.0,1.0,7,0,3,,,1d
1,1,073159ef-57ad-4a2d-8091-1dc4d7489e4a-p164,073-p164,solo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,3,,,1d
2,0,073159ef-57ad-4a2d-8091-1dc4d7489e4a-p164,073-p164,solo,3.0,neither,5.0,3.0,7.0,3.0,8,1,3,,,neither
2,1,073159ef-57ad-4a2d-8091-1dc4d7489e4a-p164,073-p164,solo,-1.0,neither,5.0,5.0,9.0,5.0,9,2,3,,,neither
2,2,073159ef-57ad-4a2d-8091-1dc4d7489e4a-p164,073-p164,solo,-5.0,neither,5.0,5.0,9.0,5.0,10,3,3,,,neither
2,3,073159ef-57ad-4a2d-8091-1dc4d7489e4a-p164,073-p164,solo,7.0,1d_a,5.0,1.0,9.0,1.0,7,0,3,,,1d
3,0,073159ef-57ad-4a2d-8091-1dc4d7489e4a-p164,073-p164,solo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,3,,,1d
3,1,073159ef-57ad-4a2d-8091-1dc4d7489e4a-p164,073-p164,solo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,3,,,1d
0,0,08aef099-0e87-498a-ae01-9d15a8697298-p123,08a-p123,duo,2.0,neither,2.0,6.0,6.0,6.0,12,2,3,,,neither
0,1,08aef099-0e87-498a-ae01-9d15a8697298-p123,08a-p123,duo,-1.0,neither,5.0,5.0,7.0,5.0,9,2,3,,,neither
0,2,08aef099-0e87-498a-ae01-9d15a8697298-p123,08a-p123,duo,-1.0,neither,5.0,3.0,9.0,3.0,9,2,3,,,neither
0,3,08aef099-0e87-498a-ae01-9d15a8697298-p123,08a-p123,duo,3.0,1d_a,5.0,1.0,9.0,1.0,8,1,3,,,1d
1,0,08aef099-0e87-498a-ae01-9d15a8697298-p123,08a-p123,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,3,,,1d
1,1,08aef099-0e87-498a-ae01-9d15a8697298-p123,08a-p123,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,3,,,1d
2,0,08aef099-0e87-498a-ae01-9d15a8697298-p123,08a-p123,duo,8.0,1d_a,4.0,0.0,8.0,0.0,8,0,3,,,1d
2,1,08aef099-0e87-498a-ae01-9d15a8697298-p123,08a-p123,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
2,2,08aef099-0e87-498a-ae01-9d15a8697298-p123,08a-p123,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
2,3,08aef099-0e87-498a-ae01-9d15a8697298-p123,08a-p123,duo,11.0,2d,1.0,5.0,3.0,3.0,11,0,3,,,2d
3,0,08aef099-0e87-498a-ae01-9d15a8697298-p123,08a-p123,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
3,1,08aef099-0e87-498a-ae01-9d15a8697298-p123,08a-p123,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
0,0,08b7a11c-6093-4832-83ac-c4ff931da87c-p162,08b-p162,duo,-4.0,neither,4.0,8.0,6.0,6.0,11,3,3,,,neither
0,1,08b7a11c-6093-4832-83ac-c4ff931da87c-p162,08b-p162,duo,-4.0,neither,8.0,8.0,8.0,8.0,6,2,3,,,neither
0,2,08b7a11c-6093-4832-83ac-c4ff931da87c-p162,08b-p162,duo,-1.0,neither,5.0,9.0,3.0,3.0,9,2,3,,,neither
0,3,08b7a11c-6093-4832-83ac-c4ff931da87c-p162,08b-p162,duo,7.0,1d_b,5.0,9.0,1.0,1.0,7,0,3,,,1d
1,0,08b7a11c-6093-4832-83ac-c4ff931da87c-p162,08b-p162,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,3,,,1d
1,1,08b7a11c-6093-4832-83ac-c4ff931da87c-p162,08b-p162,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,3,,,1d
2,0,08b7a11c-6093-4832-83ac-c4ff931da87c-p162,08b-p162,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,3,,,1d
2,1,08b7a11c-6093-4832-83ac-c4ff931da87c-p162,08b-p162,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,3,,,1d
2,2,08b7a11c-6093-4832-83ac-c4ff931da87c-p162,08b-p162,duo,8.0,1d_b,4.0,8.0,0.0,0.0,8,0,3,,,1d
2,3,08b7a11c-6093-4832-83ac-c4ff931da87c-p162,08b-p162,duo,4.0,neither,4.0,8.0,2.0,2.0,9,1,3,,,neither
3,0,08b7a11c-6093-4832-83ac-c4ff931da87c-p162,08b-p162,duo,3.0,1d_b,5.0,9.0,1.0,1.0,8,1,3,,,1d
3,1,08b7a11c-6093-4832-83ac-c4ff931da87c-p162,08b-p162,duo,4.0,neither,4.0,8.0,2.0,2.0,9,1,3,,,neither
0,0,0bd89344-c3b6-434a-8dba-36d734f61701-p60,0bd-p60,duo,1.0,neither,3.0,7.0,5.0,5.0,11,2,3,,,neither
0,1,0bd89344-c3b6-434a-8dba-36d734f61701-p60,0bd-p60,duo,5.0,neither,3.0,3.0,7.0,3.0,10,1,3,,,neither
0,2,0bd89344-c3b6-434a-8dba-36d734f61701-p60,0bd-p60,duo,7.0,2d,1.0,5.0,5.0,5.0,12,1,3,,,2d
0,3,0bd89344-c3b6-434a-8dba-36d734f61701-p60,0bd-p60,duo,6.0,neither,2.0,4.0,6.0,4.0,11,1,3,,,neither
1,0,0bd89344-c3b6-434a-8dba-36d734f61701-p60,0bd-p60,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
1,1,0bd89344-c3b6-434a-8dba-36d734f61701-p60,0bd-p60,duo,6.0,neither,2.0,4.0,6.0,4.0,11,1,3,,,neither
2,0,0bd89344-c3b6-434a-8dba-36d734f61701-p60,0bd-p60,duo,0.0,neither,4.0,4.0,8.0,4.0,10,2,3,,,neither
2,1,0bd89344-c3b6-434a-8dba-36d734f61701-p60,0bd-p60,duo,5.0,neither,3.0,3.0,7.0,3.0,10,1,3,,,neither
2,2,0bd89344-c3b6-434a-8dba-36d734f61701-p60,0bd-p60,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
2,3,0bd89344-c3b6-434a-8dba-36d734f61701-p60,0bd-p60,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
3,0,0bd89344-c3b6-434a-8dba-36d734f61701-p60,0bd-p60,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
3,1,0bd89344-c3b6-434a-8dba-36d734f61701-p60,0bd-p60,duo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
0,0,0c5d9af0-aefb-406e-bf32-c8e9d7b9f6b8-p14,0c5-p14,solo,-3.0,neither,3.0,7.0,7.0,7.0,12,3,3,,,neither
0,1,0c5d9af0-aefb-406e-bf32-c8e9d7b9f6b8-p14,0c5-p14,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
0,2,0c5d9af0-aefb-406e-bf32-c8e9d7b9f6b8-p14,0c5-p14,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
0,3,0c5d9af0-aefb-406e-bf32-c8e9d7b9f6b8-p14,0c5-p14,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
1,0,0c5d9af0-aefb-406e-bf32-c8e9d7b9f6b8-p14,0c5-p14,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
1,1,0c5d9af0-aefb-406e-bf32-c8e9d7b9f6b8-p14,0c5-p14,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
2,0,0c5d9af0-aefb-406e-bf32-c8e9d7b9f6b8-p14,0c5-p14,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
2,1,0c5d9af0-aefb-406e-bf32-c8e9d7b9f6b8-p14,0c5-p14,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
2,2,0c5d9af0-aefb-406e-bf32-c8e9d7b9f6b8-p14,0c5-p14,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
2,3,0c5d9af0-aefb-406e-bf32-c8e9d7b9f6b8-p14,0c5-p14,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
3,0,0c5d9af0-aefb-406e-bf32-c8e9d7b9f6b8-p14,0c5-p14,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
3,1,0c5d9af0-aefb-406e-bf32-c8e9d7b9f6b8-p14,0c5-p14,solo,12.0,2d,0.0,4.0,4.0,4.0,12,0,3,,,2d
0,0,0cf1dfb3-abe0-45df-bbf3-9f2b210ab198-p203,0cf-p203,solo,-10.0,neither,6.0,8.0,10.0,8.0,10,4,3,,,neither
0,1,0cf1dfb3-abe0-45df-bbf3-9f2b210ab198-p203,0cf-p203,solo,-6.0,neither,6.0,6.0,10.0,6.0,9,3,3,,,neither
0,2,0cf1dfb3-abe0-45df-bbf3-9f2b210ab198-p203,0cf-p203,solo,-7.0,neither,7.0,7.0,9.0,7.0,8,3,3,,,neither
0,3,0cf1dfb3-abe0-45df-bbf3-9f2b210ab198-p203,0cf-p203,solo,3.0,neither,5.0,9.0,5.0,5.0,8,1,3,,,neither
1,0,0cf1dfb3-abe0-45df-bbf3-9f2b210ab198-p203,0cf-p203,solo,2.0,neither,6.0,4.0,8.0,4.0,7,1,3,,,neither
1,1,0cf1dfb3-abe0-45df-bbf3-9f2b210ab198-p203,0cf-p203,solo,3.0,neither,9.0,9.0,7.0,7.0,3,0,3,,,neither
2,0,0cf1dfb3-abe0-45df-bbf3-9f2b210ab198-p203,0cf-p203,solo,0.0,neither,4.0,6.0,8.0,6.0,10,2,3,,,neither
2,1,0cf1dfb3-abe0-45df-bbf3-9f2b210ab198-p203,0cf-p203,solo,-2.0,neither,6.0,6.0,10.0,6.0,8,2,3,,,neither
2,2,0cf1dfb3-abe0-45df-bbf3-9f2b210ab198-p203,0cf-p203,solo,-3.0,neither,7.0,5.0,9.0,5.0,7,2,3,,,neither
2,3,0cf1dfb3-abe0-45df-bbf3-9f2b210ab198-p203,0cf-p203,solo,2.0,neither,6.0,4.0,10.0,4.0,7,1,3,,,neither
3,0,0cf1dfb3-abe0-45df-bbf3-9f2b210ab198-p203,0cf-p203,solo,0.0,neither,4.0,6.0,8.0,6.0,10,2,3,,,neither
3,1,0cf1dfb3-abe0-45df-bbf3-9f2b210ab198-p203,0cf-p203,solo,0.0,neither,4.0,8.0,8.0,8.0,10,2,3,,,neither
0,0,0df580ed-523c-46e2-9414-fed8630b77e6-p132,0df-p132,solo,-8.0,neither,8.0,6.0,10.0,6.0,7,3,3,,,neither
0,1,0df580ed-523c-46e2-9414-fed8630b77e6-p132,0df-p132,solo,-10.0,neither,10.0,10.0,10.0,10.0,5,3,3,,,neither
0,2,0df580ed-523c-46e2-9414-fed8630b77e6-p132,0df-p132,solo,-5.0,neither,9.0,13.0,5.0,5.0,5,2,3,,,neither
0,3,0df580ed-523c-46e2-9414-fed8630b77e6-p132,0df-p132,solo,-1.0,neither,5.0,7.0,7.0,7.0,9,2,3,,,neither
1,0,0df580ed-523c-46e2-9414-fed8630b77e6-p132,0df-p132,solo,-5.0,neither,9.0,7.0,11.0,7.0,5,2,3,,,neither
1,1,0df580ed-523c-46e2-9414-fed8630b77e6-p132,0df-p132,solo,-3.0,neither,7.0,7.0,9.0,7.0,7,2,3,,,neither
2,0,0df580ed-523c-46e2-9414-fed8630b77e6-p132,0df-p132,solo,-4.0,neither,4.0,8.0,6.0,6.0,11,3,3,,,neither
2,1,0df580ed-523c-46e2-9414-fed8630b77e6-p132,0df-p132,solo,-5.0,neither,5.0,7.0,7.0,7.0,10,3,3,,,neither
2,2,0df580ed-523c-46e2-9414-fed8630b77e6-p132,0df-p132,solo,-14.0,neither,10.0,14.0,6.0,6.0,6,4,3,,,neither
